306 7.647421374149416e-06 	 1.0 	 0.02020869984103835 	 0.9970047923322684
307 5.062040763377809e-06 	 1.0 	 0.020727379103604403 	 0.9970047923322684
308 5.4511991302752e-06 	 1.0 	 0.020847561386447 	 0.9967052715654952
309 5.14581224550966e-06 	 1.0 	 0.020116217567500334 	 0.9968051118210862
310 6.1138594518706664e-06 	 1.0 	 0.02055513755108693 	 0.9968051118210862
311 5.326858203206939e-06 	 1.0 	 0.021002223920732286 	 0.9965055910543131
312 4.840909059066689e-06 	 1.0 	 0.020795335316548178 	 0.9968051118210862
313 5.614839920872328e-06 	 1.0 	 0.021175860758197825 	 0.9966054313099042
314 5.542656284496843e-06 	 1.0 	 0.020939504451992223 	 0.9967052715654952
315 6.131292792451859e-06 	 1.0 	 0.020809647055389627 	 0.9966054313099042
316 5.400730685278177e-06 	 1.0 	 0.02096741257433162 	 0.9967052715654952
317 5.138269347926326e-06 	 1.0 	 0.0205613476261777 	 0.9966054313099042
318 5.4659356455431405e-06 	 1.0 	 0.021382811926095962 	 0.9964057507987221
319 8.705615233520803e-06 	 1.0 	 0.020859345957828103 	 0.9966054313099042
320 5.03644789853297e-06 	 1.0 	 0.020270574578220815 	 0.9967052715654952
321 5.664766369218341e-06 	 1.0 	 0.020760074400017946 	 0.9968051118210862
322 5.9961770999780125e-06 	 1.0 	 0.020683238304920665 	 0.9966054313099042
323 5.283893764408276e-06 	 1.0 	 0.02026959556684378 	 0.9967052715654952
324 8.612289143693489e-06 	 1.0 	 0.020078892099247722 	 0.9969049520766773
325 7.174032342099963e-06 	 1.0 	 0.020866822056067116 	 0.9964057507987221
326 5.501330898814558e-06 	 1.0 	 0.021547992425417432 	 0.996305910543131
327 1.22153712927593e-05 	 1.0 	 0.020286017104652252 	 0.9971046325878594
328 6.979936263269338e-06 	 1.0 	 0.02091514280251237 	 0.9969049520766773
329 6.572986942910575e-06 	 1.0 	 0.02063196841560822 	 0.9970047923322684
330 5.773725444096272e-06 	 1.0 	 0.020151329574720437 	 0.9970047923322684
331 5.653650137774094e-06 	 1.0 	 0.021053446050064685 	 0.9970047923322684
332 4.689500538925131e-06 	 1.0 	 0.02050909887970737 	 0.9971046325878594
333 5.493690290013546e-06 	 1.0 	 0.02027220147224456 	 0.9968051118210862
334 8.406888374029222e-06 	 1.0 	 0.02097777719430201 	 0.9969049520766773
335 5.0994594317762675e-06 	 1.0 	 0.02116586144472522 	 0.9967052715654952
336 4.8683432408415685e-06 	 1.0 	 0.020481475343349726 	 0.9968051118210862
337 5.5102165672815316e-06 	 1.0 	 0.021237402601902718 	 0.996305910543131
338 5.208557332625787e-06 	 1.0 	 0.020272652734973192 	 0.9970047923322684
339 6.077907128410516e-06 	 1.0 	 0.021248761248639725 	 0.9968051118210862
340 5.138797404852085e-06 	 1.0 	 0.02122904330839299 	 0.9970047923322684
341 4.256825983738963e-06 	 1.0 	 0.02111204986429224 	 0.9968051118210862
342 5.625817258369352e-06 	 1.0 	 0.020962884087456946 	 0.9968051118210862
343 5.467073709050965e-06 	 1.0 	 0.021166503248881596 	 0.9968051118210862
344 4.943113720278234e-06 	 1.0 	 0.02112340225107764 	 0.9970047923322684
345 4.6282550980640736e-06 	 1.0 	 0.021183107307163624 	 0.9967052715654952
346 4.811744502403598e-06 	 1.0 	 0.02190487444183969 	 0.9967052715654952
347 6.8094156793813454e-06 	 1.0 	 0.021813019111139188 	 0.9967052715654952
348 5.1373634540777855e-06 	 1.0 	 0.021129860026495084 	 0.9967052715654952
349 6.768980297920279e-06 	 1.0 	 0.02037785312118815 	 0.9970047923322684
350 4.359006820677678e-06 	 1.0 	 0.020104076998946608 	 0.9969049520766773
351 6.088680497405221e-06 	 1.0 	 0.020171503151237075 	 0.9971046325878594
352 4.643779262141834e-06 	 1.0 	 0.020660989601375045 	 0.9968051118210862
353 8.86451391571427e-06 	 1.0 	 0.02054102396325485 	 0.9965055910543131
354 5.900210634936229e-06 	 1.0 	 0.020882132196741697 	 0.9967052715654952
355 1.2421192037636502e-05 	 1.0 	 0.02034133482123335 	 0.9967052715654952
356 6.117884051118381e-06 	 1.0 	 0.02044948147302963 	 0.9971046325878594
357 5.011119333576062e-06 	 1.0 	 0.019887272442291236 	 0.9968051118210862
358 0.00016332661924740023 	 0.99996 	 0.027701453148393448 	 0.9955071884984026
359 3.666048727563975e-05 	 1.0 	 0.024911775289986133 	 0.996305910543131
360 7.083961923273818e-05 	 0.99998 	 0.024758053413003005 	 0.9957068690095847
361 1.5392486997998275e-05 	 1.0 	 0.0238953854380095 	 0.996305910543131
362 1.6940550992048882e-05 	 1.0 	 0.022209943886192927 	 0.9965055910543131
363 9.521792208888656e-06 	 1.0 	 0.02213390504022799 	 0.9968051118210862
364 7.799440053831859e-06 	 1.0 	 0.021510272559508305 	 0.9968051118210862
365 6.827656178775215e-06 	 1.0 	 0.022001648675072125 	 0.9965055910543131
366 6.967846592333444e-06 	 1.0 	 0.022273484509867922 	 0.9967052715654952
367 4.0143910657425294e-05 	 1.0 	 0.022460980510836757 	 0.9959065495207667
368 1.8759973589303626e-05 	 1.0 	 0.022295846420053084 	 0.9959065495207667
369 0.00029127525116566175 	 0.99994 	 0.022575303333492964 	 0.9957068690095847
370 1.330089865451555e-05 	 1.0 	 0.021626887906675624 	 0.9960063897763578
371 1.1478548583181691e-05 	 1.0 	 0.02131090911808451 	 0.9960063897763578
372 1.3875430177604357e-05 	 1.0 	 0.02110381174180001 	 0.9964057507987221
373 1.1765666554583731e-05 	 1.0 	 0.02200020375192526 	 0.9961062300319489
374 1.2765552998571365e-05 	 1.0 	 0.021215156386300154 	 0.9966054313099042
375 8.965314649421997e-06 	 1.0 	 0.021373169635452657 	 0.9965055910543131
376 7.497746585004279e-06 	 1.0 	 0.022088313140133455 	 0.9961062300319489
377 0.0012219225060090867 	 0.9996 	 0.022880482046082343 	 0.9949081469648562
378 0.001668785095941821 	 0.99954 	 0.022153768787156095 	 0.9956070287539937
379 0.0005308217441876332 	 0.99984 	 0.02815566112828925 	 0.9941094249201278
380 0.0011831239836813255 	 0.99976 	 0.020885470770388756 	 0.9954073482428115
381 0.0003958752944778462 	 0.9999 	 0.019292172029041852 	 0.9962060702875399
382 7.457440997844969e-05 	 1.0 	 0.019425474855725856 	 0.9961062300319489
383 0.0001780055020272266 	 0.99996 	 0.019991941463824815 	 0.9959065495207667
384 7.357519671613772e-05 	 1.0 	 0.02080746374567912 	 0.9962060702875399
385 5.297017339860758e-05 	 1.0 	 0.02066163015292539 	 0.996305910543131
386 3.801739315660598e-05 	 1.0 	 0.020184694375636185 	 0.9964057507987221
387 2.4518425619498885e-05 	 1.0 	 0.02028846065686027 	 0.9964057507987221
388 3.4421852179366394e-05 	 1.0 	 0.020141485561816226 	 0.9965055910543131
389 0.00027493046940506245 	 0.99996 	 0.022169553644561458 	 0.9964057507987221
390 0.0001250256410561633 	 0.99996 	 0.028898552986963016 	 0.9949081469648562
391 0.0004535474623633854 	 0.99986 	 0.0227968078037903 	 0.9960063897763578
392 4.0094156526101867e-05 	 1.0 	 0.020758850866808173 	 0.9965055910543131
393 0.00010188135368030998 	 0.99998 	 0.020784590887897778 	 0.9962060702875399
394 3.0280755544790738e-05 	 1.0 	 0.01999035861996953 	 0.9966054313099042
395 3.065444882879092e-05 	 1.0 	 0.019936207648197233 	 0.9966054313099042
396 1.8305823469017925e-05 	 1.0 	 0.02072374640306298 	 0.9965055910543131
397 1.8037489564103453e-05 	 1.0 	 0.020674621834757 	 0.9967052715654952
398 1.7654241466843815e-05 	 1.0 	 0.01990165223858835 	 0.9966054313099042
399 1.356477019013255e-05 	 1.0 	 0.020479325870412277 	 0.9968051118210862
400 1.589480853614077e-05 	 1.0 	 0.020439250188844335 	 0.9965055910543131
401 1.5676443086285873e-05 	 1.0 	 0.020150150693009124 	 0.9968051118210862
402 1.4152131358387124e-05 	 1.0 	 0.020057146426802282 	 0.9964057507987221
403 1.238692842729506e-05 	 1.0 	 0.021090618594861495 	 0.996305910543131
404 1.234994820000793e-05 	 1.0 	 0.02056017694094996 	 0.9964057507987221
405 1.0577139900906332e-05 	 1.0 	 0.020211313366719576 	 0.9965055910543131
406 1.2989163167831066e-05 	 1.0 	 0.01987212495846532 	 0.9966054313099042
407 1.0848595257903072e-05 	 1.0 	 0.019949672410678448 	 0.9964057507987221
408 1.2202184447696709e-05 	 1.0 	 0.0203860380554321 	 0.996305910543131
409 1.4127438267887555e-05 	 1.0 	 0.019782770123772997 	 0.9965055910543131
410 9.55052291692482e-06 	 1.0 	 0.020357822701116378 	 0.9965055910543131
411 1.0437094055068882e-05 	 1.0 	 0.020427324832882388 	 0.996305910543131
412 8.953142521513655e-06 	 1.0 	 0.020420699996202493 	 0.9965055910543131
413 1.107834950036704e-05 	 1.0 	 0.020658733457192744 	 0.9965055910543131
414 1.1867234572118833e-05 	 1.0 	 0.020435340270508664 	 0.9967052715654952
415 1.1476604260233216e-05 	 1.0 	 0.020364988293155008 	 0.9966054313099042
416 7.832528223689224e-06 	 1.0 	 0.020889401881185005 	 0.9964057507987221
417 9.516758874287916e-06 	 1.0 	 0.020691449548563563 	 0.9964057507987221
418 7.588007219719657e-06 	 1.0 	 0.020346069567209545 	 0.9967052715654952
419 7.698873840708984e-06 	 1.0 	 0.021133020138500443 	 0.9965055910543131
420 8.003952988319725e-06 	 1.0 	 0.020736454950894604 	 0.9967052715654952
421 8.47684719067729e-06 	 1.0 	 0.020538054008723182 	 0.9968051118210862
422 9.519058294417846e-06 	 1.0 	 0.020579680719444955 	 0.9965055910543131
423 7.449429640973903e-06 	 1.0 	 0.02025195007217327 	 0.9967052715654952
424 7.003214200476577e-06 	 1.0 	 0.021508094994301816 	 0.996305910543131
425 6.5838384803737425e-06 	 1.0 	 0.020881843725520068 	 0.9964057507987221
426 7.700703682039602e-06 	 1.0 	 0.02096717605953605 	 0.9966054313099042
427 8.914327057327682e-06 	 1.0 	 0.020521076625656928 	 0.9965055910543131
428 6.499210573174423e-06 	 1.0 	 0.020719316134774 	 0.9966054313099042
429 6.9461008633061284e-06 	 1.0 	 0.021034940850297813 	 0.9964057507987221
430 7.890531336488493e-06 	 1.0 	 0.020559648000196995 	 0.9966054313099042
431 6.879345504967205e-06 	 1.0 	 0.02052289183546355 	 0.9966054313099042
432 6.567268840062752e-06 	 1.0 	 0.020763843292752045 	 0.9968051118210862
433 5.821485183578261e-06 	 1.0 	 0.02070597424372831 	 0.9968051118210862
434 5.929544468035601e-06 	 1.0 	 0.02085962123598315 	 0.9967052715654952
435 1.2736918294494898e-05 	 1.0 	 0.02113283646222129 	 0.9968051118210862
436 0.0001039879422164995 	 0.99998 	 0.021239029473254928 	 0.9958067092651757
437 1.930584425363122e-05 	 1.0 	 0.02183143013508079 	 0.9962060702875399
438 0.0001878442859010738 	 0.99996 	 0.022370861873526427 	 0.996305910543131
439 3.658669815424219e-05 	 1.0 	 0.021303961783378844 	 0.9971046325878594
440 1.6545595963380037e-05 	 1.0 	 0.021246587609850077 	 0.9965055910543131
441 1.8550837701513957e-05 	 1.0 	 0.02006641295811394 	 0.9968051118210862
442 1.0446305936766294e-05 	 1.0 	 0.021082312017506464 	 0.9964057507987221
443 1.1155976659010775e-05 	 1.0 	 0.02129345514598766 	 0.9964057507987221
444 1.685040720772122e-05 	 1.0 	 0.02091825243586211 	 0.9967052715654952
445 9.59932371099967e-06 	 1.0 	 0.020678849062265473 	 0.9970047923322684
446 1.3642741346311595e-05 	 1.0 	 0.020385729913002727 	 0.9967052715654952
447 7.209906480311474e-06 	 1.0 	 0.0210185177577373 	 0.9966054313099042
448 9.169158392933241e-06 	 1.0 	 0.020568473447210002 	 0.9966054313099042
449 6.776066443153468e-06 	 1.0 	 0.02021882579316026 	 0.9968051118210862
450 8.153632457851927e-06 	 1.0 	 0.02091125168030026 	 0.9968051118210862
451 7.777327148260156e-06 	 1.0 	 0.0199060844170888 	 0.9972044728434505
452 6.365761061852026e-06 	 1.0 	 0.020395385619891227 	 0.9968051118210862
453 7.309555097817793e-06 	 1.0 	 0.02007953991476481 	 0.9968051118210862
454 8.584482868727719e-06 	 1.0 	 0.020288192370028133 	 0.9970047923322684
455 7.754872288569459e-06 	 1.0 	 0.020588449585197316 	 0.9969049520766773
456 7.311029523270918e-06 	 1.0 	 0.020446059964859514 	 0.9968051118210862
457 6.802514608170895e-06 	 1.0 	 0.02078971027704817 	 0.9968051118210862
458 6.090835157974653e-06 	 1.0 	 0.020406630509552205 	 0.9968051118210862
459 8.182041546469917e-06 	 1.0 	 0.02014051267982101 	 0.9967052715654952
460 8.174379902748115e-06 	 1.0 	 0.020603644823461092 	 0.9967052715654952
461 5.870879000067362e-06 	 1.0 	 0.020037752773239315 	 0.9973043130990416
462 6.184644899722116e-06 	 1.0 	 0.020366516812708967 	 0.9966054313099042
463 5.923317337874323e-06 	 1.0 	 0.01987868079453519 	 0.9970047923322684
464 5.850830368790411e-06 	 1.0 	 0.020137282357437745 	 0.9968051118210862
465 5.848662753696771e-06 	 1.0 	 0.02017019725420128 	 0.9970047923322684
466 6.170138806846808e-06 	 1.0 	 0.020224964553429196 	 0.9969049520766773
467 6.152352906256055e-06 	 1.0 	 0.020245609714627667 	 0.9972044728434505
468 5.712344562907674e-06 	 1.0 	 0.020951826123743043 	 0.9968051118210862
469 5.461337667684348e-06 	 1.0 	 0.02028247380982326 	 0.9965055910543131
470 5.199301515294792e-06 	 1.0 	 0.02028372553606284 	 0.9971046325878594
471 5.509821355681197e-06 	 1.0 	 0.020713435595644876 	 0.9973043130990416
472 6.1137517150564235e-06 	 1.0 	 0.02018726393944122 	 0.9968051118210862
473 4.96530658761003e-06 	 1.0 	 0.021192805585271687 	 0.9965055910543131
474 1.2276316743586904e-05 	 1.0 	 0.020661586898601304 	 0.9965055910543131
475 0.0002549128149588796 	 0.9999 	 0.024151216838541708 	 0.9955071884984026
476 0.0007682808759570434 	 0.99976 	 0.02049046874059442 	 0.9959065495207667
477 6.969456547962181e-05 	 1.0 	 0.021091793908567705 	 0.9956070287539937
478 0.001254380655763016 	 0.99968 	 0.022976015899753843 	 0.9950079872204473
479 0.00035704039483936865 	 0.9999 	 0.021782564582896263 	 0.9958067092651757
480 0.0016540574505831682 	 0.99952 	 0.02553869377906588 	 0.9952076677316294
481 0.0002512237527697289 	 0.99996 	 0.022909290100897442 	 0.9962060702875399
482 7.320357589276682e-05 	 1.0 	 0.022548444982553942 	 0.9965055910543131
483 3.3494693173597624e-05 	 1.0 	 0.0225928303547227 	 0.9961062300319489
484 3.7068525579634296e-05 	 1.0 	 0.022057158691186254 	 0.9965055910543131
485 2.6487842599181023e-05 	 1.0 	 0.02160073306893206 	 0.9965055910543131
486 2.8452947179757757e-05 	 1.0 	 0.02182058000925827 	 0.9964057507987221
487 2.9432352206458746e-05 	 1.0 	 0.022063791472306183 	 0.9962060702875399
488 3.7398984569808816e-05 	 1.0 	 0.022247893397569135 	 0.9965055910543131
489 2.2039024056148265e-05 	 1.0 	 0.021331252069445143 	 0.9968051118210862
490 1.7652335112234142e-05 	 1.0 	 0.0220504214568436 	 0.9967052715654952
491 1.6905574232259824e-05 	 1.0 	 0.022153995978703225 	 0.9964057507987221
492 1.653667741435129e-05 	 1.0 	 0.022613357509705598 	 0.996305910543131
493 1.296158229575667e-05 	 1.0 	 0.022811566210390294 	 0.9964057507987221
494 1.3188627922872911e-05 	 1.0 	 0.022617761110518185 	 0.996305910543131
495 1.4226129484150079e-05 	 1.0 	 0.022157958089467113 	 0.996305910543131
496 1.1383253262338258e-05 	 1.0 	 0.02231252014263273 	 0.9965055910543131
497 1.2529788981273668e-05 	 1.0 	 0.021922180188462457 	 0.9965055910543131
498 1.3213973759911823e-05 	 1.0 	 0.022344353141856694 	 0.9965055910543131
499 1.6685174663225554e-05 	 1.0 	 0.02196043856100912 	 0.9966054313099042
500 1.0949349716838697e-05 	 1.0 	 0.021871718216448535 	 0.9965055910543131
501 9.704136070185996e-06 	 1.0 	 0.02164544375675062 	 0.9968051118210862
502 8.539068941972801e-06 	 1.0 	 0.021965446203655092 	 0.9965055910543131
503 8.200834966146431e-06 	 1.0 	 0.021892626309907993 	 0.9966054313099042
504 7.769138924877552e-06 	 1.0 	 0.021949657214788865 	 0.9967052715654952
505 7.894198277435861e-06 	 1.0 	 0.02229372619985896 	 0.9967052715654952
506 9.691310794432866e-06 	 1.0 	 0.022447349313706517 	 0.9965055910543131
507 8.75675377128573e-06 	 1.0 	 0.02231399602761792 	 0.9965055910543131
508 7.157663567368218e-06 	 1.0 	 0.022336358872323422 	 0.9965055910543131
509 1.0336345912282922e-05 	 1.0 	 0.0232710307506509 	 0.9964057507987221
510 7.324286033917815e-06 	 1.0 	 0.022059483336978537 	 0.9968051118210862
511 1.1776612499988915e-05 	 1.0 	 0.02240752374626518 	 0.9967052715654952
512 8.830816716354092e-06 	 1.0 	 0.022048467134047917 	 0.9969049520766773
513 9.995414118802728e-06 	 1.0 	 0.021499975369317744 	 0.9967052715654952
514 6.994990060020427e-06 	 1.0 	 0.02153526706683098 	 0.9967052715654952
515 7.188737199076059e-06 	 1.0 	 0.021604246963402723 	 0.9967052715654952
516 6.7964083522474535e-06 	 1.0 	 0.021803782651643386 	 0.9966054313099042
517 6.390660808438042e-06 	 1.0 	 0.02163691212706063 	 0.9966054313099042
518 7.548672032553441e-06 	 1.0 	 0.02163067924438017 	 0.9966054313099042
519 7.1683074493194e-06 	 1.0 	 0.02247568446227915 	 0.9965055910543131
520 1.0621784028417097e-05 	 1.0 	 0.02275387113311132 	 0.996305910543131
521 5.9846645067682405e-06 	 1.0 	 0.022204357097359805 	 0.9966054313099042
522 6.752345367940507e-06 	 1.0 	 0.021924003675324114 	 0.9967052715654952
523 6.4961675811127864e-06 	 1.0 	 0.022116421702788536 	 0.9968051118210862
524 7.039577041787197e-06 	 1.0 	 0.021802788878499388 	 0.9966054313099042
525 6.210480085364907e-06 	 1.0 	 0.022118590532148045 	 0.9966054313099042
526 6.2521768008991786e-06 	 1.0 	 0.02226556007790735 	 0.9964057507987221
527 5.011857663944284e-06 	 1.0 	 0.022228249338915897 	 0.9968051118210862
528 6.828533764755775e-06 	 1.0 	 0.022032261547153962 	 0.9966054313099042
529 8.771285099401211e-06 	 1.0 	 0.022100693124561182 	 0.9968051118210862
530 5.109685408042424e-06 	 1.0 	 0.02251286100154709 	 0.9965055910543131
531 6.7528884840612594e-06 	 1.0 	 0.021951549162086796 	 0.9968051118210862
532 5.964657844333488e-06 	 1.0 	 0.02242366188474375 	 0.9967052715654952
533 5.4247079291099e-06 	 1.0 	 0.02257933751215047 	 0.9966054313099042
534 5.046372880115087e-06 	 1.0 	 0.02304756254668967 	 0.9962060702875399
535 5.68356327602487e-06 	 1.0 	 0.021886887452444753 	 0.9966054313099042
536 4.808585207756551e-06 	 1.0 	 0.022814202480465763 	 0.9964057507987221
537 6.914037574379109e-06 	 1.0 	 0.02249339285450473 	 0.9966054313099042
538 5.797687102667623e-06 	 1.0 	 0.02204411352698399 	 0.9966054313099042
539 6.008818426230391e-06 	 1.0 	 0.021995416340815335 	 0.9966054313099042
540 5.046779236417933e-06 	 1.0 	 0.022149111269945718 	 0.9966054313099042
541 6.524216452135079e-06 	 1.0 	 0.02264044679448105 	 0.9967052715654952
542 4.504141049783356e-06 	 1.0 	 0.022428516181805795 	 0.9968051118210862
543 4.740046456449818e-06 	 1.0 	 0.02200836152475456 	 0.9965055910543131
544 4.965061749430788e-06 	 1.0 	 0.02250013549641721 	 0.9966054313099042
545 5.297346429001663e-06 	 1.0 	 0.022176806329744808 	 0.9964057507987221
546 4.780491741012156e-06 	 1.0 	 0.022394203512041317 	 0.9968051118210862
547 5.559716804473283e-06 	 1.0 	 0.02292773124655943 	 0.9966054313099042
548 5.132144222270653e-06 	 1.0 	 0.022477724772574464 	 0.9966054313099042
549 6.319013052798254e-06 	 1.0 	 0.023153174539581538 	 0.996305910543131
550 4.42914517248937e-06 	 1.0 	 0.02263032078254597 	 0.9964057507987221
551 5.343482600696916e-06 	 1.0 	 0.0223561534274068 	 0.9966054313099042
552 6.5236330405468835e-06 	 1.0 	 0.0223827923390919 	 0.9964057507987221
553 6.0248297650969105e-06 	 1.0 	 0.02230729410395749 	 0.9967052715654952
554 5.887965561050805e-06 	 1.0 	 0.02208231372164552 	 0.9967052715654952
555 4.849986345743673e-06 	 1.0 	 0.02337206024743694 	 0.996305910543131
556 8.372541723933865e-06 	 1.0 	 0.022216603186242325 	 0.9964057507987221
557 6.250436538057329e-06 	 1.0 	 0.02209450185816944 	 0.9968051118210862
558 5.050211870361636e-06 	 1.0 	 0.021618770750412766 	 0.9970047923322684
559 4.142096384371144e-06 	 1.0 	 0.022104383678897346 	 0.9968051118210862
560 7.098678353386276e-06 	 1.0 	 0.02303928639343032 	 0.9965055910543131
561 4.8355477795939805e-06 	 1.0 	 0.021770317610068982 	 0.9969049520766773
562 4.333164736840445e-06 	 1.0 	 0.022353922876035017 	 0.9966054313099042
563 4.836408853639113e-06 	 1.0 	 0.022817010586430396 	 0.9966054313099042
564 5.118623054136151e-06 	 1.0 	 0.022323800397889854 	 0.9968051118210862
565 5.1360986239114935e-06 	 1.0 	 0.02278626912717778 	 0.9967052715654952
566 4.602734643422082e-06 	 1.0 	 0.022730592688599 	 0.9964057507987221
567 5.033519282023917e-06 	 1.0 	 0.022159764451321725 	 0.9968051118210862
568 4.7491725439249424e-06 	 1.0 	 0.02266018363398973 	 0.9968051118210862
569 4.43857802864386e-06 	 1.0 	 0.02234703171392041 	 0.9968051118210862
570 5.026767387216751e-06 	 1.0 	 0.022021115093143674 	 0.9968051118210862
571 4.527151245974892e-06 	 1.0 	 0.022672685889969676 	 0.9967052715654952
572 4.42143769026643e-06 	 1.0 	 0.022600061189689068 	 0.9966054313099042
573 5.204184337053448e-06 	 1.0 	 0.022748355178938678 	 0.9965055910543131
574 4.8256162250027045e-06 	 1.0 	 0.022552135251235308 	 0.9966054313099042
575 4.015524228934737e-06 	 1.0 	 0.022585349060632712 	 0.9966054313099042
576 6.402238346631748e-06 	 1.0 	 0.022544705075139032 	 0.9968051118210862
577 4.746656848524253e-06 	 1.0 	 0.022444288210077032 	 0.9967052715654952
578 4.112843187149338e-06 	 1.0 	 0.023608829599907902 	 0.996305910543131
579 4.089549905438616e-06 	 1.0 	 0.022502246141472275 	 0.9966054313099042
580 4.573357879316973e-06 	 1.0 	 0.022456368523991566 	 0.9967052715654952
581 3.4432760438812693e-06 	 1.0 	 0.02276065719565957 	 0.9967052715654952
582 3.5567134794200683e-06 	 1.0 	 0.022708225707743602 	 0.9967052715654952
583 3.8019442135328063e-06 	 1.0 	 0.022683073000185565 	 0.9965055910543131
584 3.946712961287631e-06 	 1.0 	 0.022677299241228677 	 0.9968051118210862
585 3.862154080511573e-06 	 1.0 	 0.022733416294093346 	 0.9966054313099042
586 4.372461200214275e-06 	 1.0 	 0.02347358481128372 	 0.9966054313099042
587 4.190567579830713e-06 	 1.0 	 0.022769835757839637 	 0.9966054313099042
588 3.3285216845069952e-06 	 1.0 	 0.023133490000716326 	 0.9967052715654952
589 5.517648445043051e-06 	 1.0 	 0.02290036754191784 	 0.9965055910543131
590 3.792783990870703e-06 	 1.0 	 0.022623309831555735 	 0.9968051118210862
591 3.289009461182104e-06 	 1.0 	 0.02355530530144392 	 0.9964057507987221
