306 9.991462795314874e-06 	 1.0 	 0.02368727241960256 	 0.9962060702875399
307 1.1004762947650307e-05 	 1.0 	 0.021910799710813483 	 0.996305910543131
308 8.813642543518653e-06 	 1.0 	 0.02266312923999879 	 0.996305910543131
309 6.67050793843373e-06 	 1.0 	 0.022595887960585207 	 0.9964057507987221
310 7.258923799927288e-06 	 1.0 	 0.022288355249865194 	 0.9962060702875399
311 6.680946915703317e-06 	 1.0 	 0.022032442231674897 	 0.9962060702875399
312 8.043441408253784e-06 	 1.0 	 0.02239813467244117 	 0.9965055910543131
313 1.521772254976895e-05 	 1.0 	 0.022784554880727503 	 0.9961062300319489
314 1.0010216298469459e-05 	 1.0 	 0.022641662749933063 	 0.9961062300319489
315 8.374916444963674e-06 	 1.0 	 0.021588628825049718 	 0.9961062300319489
316 1.218690049142424e-05 	 1.0 	 0.023140004904839258 	 0.9960063897763578
317 8.66098579462232e-06 	 1.0 	 0.02209217025291544 	 0.9962060702875399
318 6.797823527776927e-06 	 1.0 	 0.0223801052538524 	 0.9961062300319489
319 8.01459312676343e-06 	 1.0 	 0.022023647036832926 	 0.9964057507987221
320 6.383036196393732e-06 	 1.0 	 0.022277715806319574 	 0.9964057507987221
321 6.304883629109099e-06 	 1.0 	 0.02215565652234561 	 0.996305910543131
322 7.218585660220924e-06 	 1.0 	 0.021700136839356562 	 0.9964057507987221
323 7.578684200088901e-06 	 1.0 	 0.021718264305173724 	 0.9966054313099042
324 5.872102336988974e-06 	 1.0 	 0.022585039769097558 	 0.9959065495207667
325 7.744836667670825e-06 	 1.0 	 0.021884336168025906 	 0.9964057507987221
326 7.561316136425376e-06 	 1.0 	 0.021827640869016937 	 0.9965055910543131
327 5.611174161713279e-06 	 1.0 	 0.021012863264164565 	 0.9967052715654952
328 5.846694520259916e-06 	 1.0 	 0.02195733758024047 	 0.9965055910543131
329 5.9215539917931894e-06 	 1.0 	 0.02159675941646429 	 0.9964057507987221
330 6.797183562257487e-06 	 1.0 	 0.02272994290176332 	 0.9965055910543131
331 6.689522478018262e-06 	 1.0 	 0.022720027472723413 	 0.9964057507987221
332 6.126183032101835e-06 	 1.0 	 0.021644278883016864 	 0.9966054313099042
333 5.683577377340044e-06 	 1.0 	 0.02165998178413618 	 0.9965055910543131
334 6.7936837207525965e-06 	 1.0 	 0.023415894184269016 	 0.9961062300319489
335 5.715854519503409e-06 	 1.0 	 0.022968360314829656 	 0.9962060702875399
336 7.251762417436112e-06 	 1.0 	 0.021844398886916038 	 0.9960063897763578
337 5.8333668872546695e-06 	 1.0 	 0.0215318994995704 	 0.9964057507987221
338 5.309409401197626e-06 	 1.0 	 0.022737248943670126 	 0.9964057507987221
339 5.7888815852129485e-06 	 1.0 	 0.02116731515964945 	 0.9967052715654952
340 5.358002988505177e-06 	 1.0 	 0.022067052584349694 	 0.9962060702875399
341 5.012159922325736e-06 	 1.0 	 0.023000319536240064 	 0.9960063897763578
342 5.326080588438345e-06 	 1.0 	 0.022698232074509897 	 0.996305910543131
343 5.316298014795393e-06 	 1.0 	 0.022570681311494444 	 0.9961062300319489
344 5.996247627986122e-06 	 1.0 	 0.02261839482037112 	 0.996305910543131
345 5.1748255089387384e-06 	 1.0 	 0.021935029390406657 	 0.9962060702875399
346 4.6777906235365665e-06 	 1.0 	 0.022331031266193572 	 0.996305910543131
347 5.1387368357427474e-06 	 1.0 	 0.022408864283045348 	 0.9965055910543131
348 5.149781384589005e-06 	 1.0 	 0.02232642452862091 	 0.9965055910543131
349 5.413706087792889e-06 	 1.0 	 0.022594258448162537 	 0.9961062300319489
350 5.063825561255726e-06 	 1.0 	 0.022094094450235347 	 0.9962060702875399
351 5.6492620291192e-06 	 1.0 	 0.022967525717841348 	 0.9960063897763578
352 4.959743649415031e-06 	 1.0 	 0.02260332357626269 	 0.9966054313099042
353 4.904638662992511e-06 	 1.0 	 0.022163100253052858 	 0.9964057507987221
354 4.721845419935562e-06 	 1.0 	 0.021599065869238234 	 0.996305910543131
355 5.299566136986869e-06 	 1.0 	 0.022797381615740173 	 0.9960063897763578
356 7.392782362403523e-06 	 1.0 	 0.02220554323905074 	 0.996305910543131
357 5.45903273417025e-06 	 1.0 	 0.02235980973559487 	 0.9966054313099042
358 5.561924724479468e-06 	 1.0 	 0.02235588284415112 	 0.9965055910543131
359 4.51931012514251e-06 	 1.0 	 0.022213562389867658 	 0.9965055910543131
360 4.986376700007895e-06 	 1.0 	 0.022594054534706698 	 0.9965055910543131
361 7.926584294245913e-06 	 1.0 	 0.023434964273508486 	 0.9964057507987221
362 4.7429913132918955e-06 	 1.0 	 0.021487771447589614 	 0.9965055910543131
363 5.676974744897052e-06 	 1.0 	 0.022567861615182944 	 0.9964057507987221
364 5.385171762532082e-06 	 1.0 	 0.022459002390326204 	 0.9966054313099042
365 4.856336430079864e-06 	 1.0 	 0.021676804188837613 	 0.9966054313099042
366 4.608087945925945e-06 	 1.0 	 0.02214265282948634 	 0.9964057507987221
367 4.940492798004925e-06 	 1.0 	 0.02157223160867179 	 0.996305910543131
368 4.5819233634165355e-06 	 1.0 	 0.0222473570074193 	 0.996305910543131
369 5.411973444170144e-06 	 1.0 	 0.021338074755245823 	 0.9965055910543131
370 4.895403156160683e-06 	 1.0 	 0.02338495679940563 	 0.996305910543131
371 5.0730532868965386e-06 	 1.0 	 0.022628018540924638 	 0.996305910543131
372 4.6955749598464535e-06 	 1.0 	 0.02145672965773196 	 0.9965055910543131
373 4.135342931112973e-06 	 1.0 	 0.022093490041239245 	 0.9965055910543131
374 4.5393475499258785e-06 	 1.0 	 0.022816826028959757 	 0.996305910543131
375 4.3802198551293256e-06 	 1.0 	 0.022794721662465437 	 0.9961062300319489
376 4.596659490339335e-06 	 1.0 	 0.022819804248970826 	 0.9961062300319489
377 4.605166527385336e-06 	 1.0 	 0.022243353719489368 	 0.9966054313099042
378 7.007743660306005e-06 	 1.0 	 0.022355145256284004 	 0.9964057507987221
379 5.802066269766329e-06 	 1.0 	 0.02270683149651823 	 0.996305910543131
380 5.776479870128241e-06 	 1.0 	 0.02266691913871237 	 0.9964057507987221
381 4.246953078727529e-06 	 1.0 	 0.022729035315135347 	 0.9965055910543131
382 7.731702246619534e-06 	 1.0 	 0.023544249710605696 	 0.9959065495207667
383 4.001060634759597e-06 	 1.0 	 0.021869968163361654 	 0.9964057507987221
384 4.626581180159519e-06 	 1.0 	 0.022272166005807295 	 0.9961062300319489
385 3.6651671287336286e-06 	 1.0 	 0.02251530859536714 	 0.996305910543131
386 4.011402931214434e-06 	 1.0 	 0.021740677821008112 	 0.9967052715654952
387 5.049971762819041e-06 	 1.0 	 0.023034887322516 	 0.996305910543131
388 4.220531130181371e-06 	 1.0 	 0.022344182717976623 	 0.9961062300319489
389 5.3244897945660345e-06 	 1.0 	 0.02186790640931263 	 0.996305910543131
390 4.310407824559661e-06 	 1.0 	 0.02217568189706381 	 0.9965055910543131
391 3.959155825596099e-06 	 1.0 	 0.021943339598543263 	 0.9966054313099042
392 3.7487052029837286e-06 	 1.0 	 0.022252068549786425 	 0.9962060702875399
393 5.305890358185934e-06 	 1.0 	 0.02304903811529429 	 0.9962060702875399
394 5.137024681666844e-06 	 1.0 	 0.022656052624511404 	 0.9962060702875399
395 3.5258160670946383e-06 	 1.0 	 0.02239310183215377 	 0.9964057507987221
396 3.977007697844783e-06 	 1.0 	 0.021758096919281666 	 0.9965055910543131
397 4.5407343225542715e-06 	 1.0 	 0.022024475657385807 	 0.9964057507987221
398 3.826472623309201e-06 	 1.0 	 0.022680207614247064 	 0.996305910543131
399 4.137098943610909e-06 	 1.0 	 0.021692963351289875 	 0.9965055910543131
400 5.550824582942369e-06 	 1.0 	 0.023156933858969005 	 0.9959065495207667
401 3.841430407301232e-06 	 1.0 	 0.023455931847448395 	 0.9961062300319489
402 4.905033557029128e-06 	 1.0 	 0.02296430599325302 	 0.9964057507987221
403 4.219993743495252e-06 	 1.0 	 0.022690455527181644 	 0.9960063897763578
404 3.6036513373619527e-06 	 1.0 	 0.023770098164935773 	 0.9959065495207667
405 4.101077252917093e-06 	 1.0 	 0.022364523659580655 	 0.9964057507987221
406 1.3978113042526275e-05 	 1.0 	 0.023052366352698327 	 0.9965055910543131
407 5.055327497775579e-06 	 1.0 	 0.0222278149149832 	 0.9965055910543131
408 5.632531647497672e-06 	 1.0 	 0.02143584758238094 	 0.996305910543131
409 5.005171544516998e-06 	 1.0 	 0.022813998150254408 	 0.9965055910543131
410 3.9330441692800375e-06 	 1.0 	 0.022088711106901568 	 0.9966054313099042
411 4.95779340747049e-06 	 1.0 	 0.02215506684985729 	 0.9966054313099042
412 3.5772195291656316e-06 	 1.0 	 0.022825101734367245 	 0.9965055910543131
413 3.927842135590254e-06 	 1.0 	 0.021944370780301304 	 0.9967052715654952
414 3.7376723717670756e-06 	 1.0 	 0.02304322393674698 	 0.996305910543131
415 3.871075518377438e-06 	 1.0 	 0.02293625320158443 	 0.9965055910543131
416 3.672472852613282e-06 	 1.0 	 0.021909281479982445 	 0.9966054313099042
417 3.880067515265182e-06 	 1.0 	 0.021859680070662125 	 0.9966054313099042
418 3.895776173008016e-06 	 1.0 	 0.02236853341230494 	 0.9965055910543131
419 4.400704360355121e-06 	 1.0 	 0.022379593346566373 	 0.9967052715654952
420 3.433568227678734e-06 	 1.0 	 0.02260291574541056 	 0.9965055910543131
421 4.786884959598865e-06 	 1.0 	 0.022435567826575176 	 0.9965055910543131
422 3.814005028784777e-06 	 1.0 	 0.023431932117457616 	 0.996305910543131
423 4.38751842410511e-06 	 1.0 	 0.022939975286155247 	 0.9964057507987221
424 3.6569956981747964e-06 	 1.0 	 0.02324746534527547 	 0.996305910543131
425 5.20519406607491e-06 	 1.0 	 0.022629973628544433 	 0.9965055910543131
426 3.820544224631703e-06 	 1.0 	 0.02308518765549872 	 0.9962060702875399
427 4.642478507994383e-06 	 1.0 	 0.024109493312823742 	 0.996305910543131
428 3.4846348383598526e-06 	 1.0 	 0.02279155690241299 	 0.9964057507987221
429 3.2566037725064232e-06 	 1.0 	 0.022956725130753218 	 0.9962060702875399
430 5.736684088624315e-06 	 1.0 	 0.022788683156758912 	 0.996305910543131
431 3.3625279603347735e-06 	 1.0 	 0.022618432552452095 	 0.996305910543131
432 3.3813896601395755e-06 	 1.0 	 0.022460014772864762 	 0.9965055910543131
433 5.878943355814954e-06 	 1.0 	 0.02297744973935819 	 0.9966054313099042
434 3.697785812937582e-06 	 1.0 	 0.022395065100810393 	 0.9962060702875399
435 3.4647776009569498e-06 	 1.0 	 0.023195368377671798 	 0.9964057507987221
436 5.665691010690352e-06 	 1.0 	 0.02262453057916044 	 0.9964057507987221
437 9.981915111934541e-06 	 1.0 	 0.022870943738922553 	 0.9965055910543131
438 6.0570803470318425e-06 	 1.0 	 0.022212822273276103 	 0.996305910543131
439 4.128719891832589e-06 	 1.0 	 0.022608302897528954 	 0.9966054313099042
440 4.157245443907413e-06 	 1.0 	 0.022132792304921385 	 0.9966054313099042
441 3.9556132453344615e-06 	 1.0 	 0.022708622521880686 	 0.9966054313099042
442 3.893639418433849e-06 	 1.0 	 0.02184328326858478 	 0.9966054313099042
443 6.788259946933977e-06 	 1.0 	 0.02246909789892769 	 0.996305910543131
444 3.553524673047832e-06 	 1.0 	 0.022433688720196805 	 0.996305910543131
445 4.158601794238166e-06 	 1.0 	 0.021670656456438946 	 0.9968051118210862
446 3.832126070119557e-06 	 1.0 	 0.02259907995361499 	 0.996305910543131
447 2.0679236816317827e-05 	 1.0 	 0.022085294426690775 	 0.9967052715654952
448 5.962687655273839e-06 	 1.0 	 0.021580785793723783 	 0.9966054313099042
449 4.528993652179452e-06 	 1.0 	 0.021837937310173413 	 0.9965055910543131
450 4.417273235749235e-06 	 1.0 	 0.02260451324338373 	 0.9965055910543131
451 6.2417830692766075e-06 	 1.0 	 0.022349933704476053 	 0.9966054313099042
452 4.107006004796858e-06 	 1.0 	 0.022400871671338855 	 0.9965055910543131
453 5.068325273782648e-06 	 1.0 	 0.02218277361233755 	 0.9965055910543131
454 4.9255760418782306e-06 	 1.0 	 0.02234640725305698 	 0.9964057507987221
455 5.327539242989587e-06 	 1.0 	 0.022240621000377 	 0.9964057507987221
456 3.4705235905312293e-06 	 1.0 	 0.023272187960210692 	 0.996305910543131
457 4.018930054585326e-06 	 1.0 	 0.022841711660913762 	 0.9962060702875399
458 3.958236729226883e-06 	 1.0 	 0.022316383588127393 	 0.9965055910543131
459 4.592163477173017e-06 	 1.0 	 0.023013247234354876 	 0.996305910543131
460 3.4892009411441903e-06 	 1.0 	 0.023695979662491776 	 0.9962060702875399
461 3.767243759057237e-06 	 1.0 	 0.022833345224565035 	 0.996305910543131
462 4.173584069594653e-06 	 1.0 	 0.023156290025739983 	 0.9964057507987221
463 3.8610129795370084e-06 	 1.0 	 0.023383211811586316 	 0.9965055910543131
464 4.062627152686673e-06 	 1.0 	 0.023365377673213224 	 0.9965055910543131
465 3.344812102245669e-06 	 1.0 	 0.02226591701452112 	 0.9965055910543131
466 4.1299636988469504e-06 	 1.0 	 0.02261749715273745 	 0.9966054313099042
467 4.936125637573241e-06 	 1.0 	 0.02264648423591106 	 0.9964057507987221
468 3.520968459429241e-06 	 1.0 	 0.02296451539444979 	 0.9965055910543131
469 3.7916258422319517e-06 	 1.0 	 0.02269195048324519 	 0.9964057507987221
470 4.457398837007532e-06 	 1.0 	 0.02251816091363178 	 0.9965055910543131
471 4.740185953560285e-06 	 1.0 	 0.023243483682190896 	 0.9966054313099042
472 4.119768042764917e-06 	 1.0 	 0.022128936505947723 	 0.9964057507987221
473 3.532819298143295e-06 	 1.0 	 0.022984567963980056 	 0.9966054313099042
474 3.203320386419364e-06 	 1.0 	 0.023155965086411365 	 0.9964057507987221
475 3.1445031485645815e-06 	 1.0 	 0.02265576008178292 	 0.9967052715654952
476 3.6979569085997353e-06 	 1.0 	 0.023074692308049146 	 0.9965055910543131
477 3.3891750153134126e-06 	 1.0 	 0.022792284825111104 	 0.9962060702875399
478 3.2506000614921502e-06 	 1.0 	 0.022696042596504123 	 0.9965055910543131
479 4.892799008084694e-06 	 1.0 	 0.023129881734928793 	 0.9965055910543131
480 3.525098306720338e-06 	 1.0 	 0.022818114994159474 	 0.9965055910543131
481 2.8678146622542042e-06 	 1.0 	 0.02395072992545709 	 0.996305910543131
482 3.6566486316223746e-06 	 1.0 	 0.023175980969103574 	 0.9965055910543131
483 3.2334370155554095e-05 	 1.0 	 0.025850212240850972 	 0.9956070287539937
484 6.895208919768265e-06 	 1.0 	 0.02520502753215135 	 0.9957068690095847
485 6.613758576422697e-06 	 1.0 	 0.02580500510649471 	 0.9958067092651757
486 4.520385497044117e-06 	 1.0 	 0.024777300451418002 	 0.9961062300319489
487 4.818820077971395e-06 	 1.0 	 0.02368554985661523 	 0.9959065495207667
488 3.688683801406114e-06 	 1.0 	 0.024786942710362476 	 0.9959065495207667
489 6.4567541389396865e-06 	 1.0 	 0.02317208438063244 	 0.9957068690095847
490 3.822255191221302e-06 	 1.0 	 0.022913477010000554 	 0.9962060702875399
491 3.475284981054756e-06 	 1.0 	 0.02313307081375286 	 0.9961062300319489
492 4.337987368321592e-06 	 1.0 	 0.022956251067066828 	 0.9961062300319489
493 3.448150509570951e-06 	 1.0 	 0.024089928576375017 	 0.9959065495207667
494 4.622924194627558e-06 	 1.0 	 0.02341037472469063 	 0.9959065495207667
495 3.939011284760454e-06 	 1.0 	 0.02339488021767936 	 0.9956070287539937
496 3.7324890479249007e-06 	 1.0 	 0.023968013218563875 	 0.9959065495207667
497 3.777391658641136e-06 	 1.0 	 0.02322485274275943 	 0.9961062300319489
498 3.2723622878984316e-06 	 1.0 	 0.024539859382338734 	 0.9957068690095847
499 3.4330165184837824e-06 	 1.0 	 0.022742770314484975 	 0.9960063897763578
500 2.968255170048906e-06 	 1.0 	 0.023696570616642237 	 0.9955071884984026
501 3.8356937034222935e-06 	 1.0 	 0.02221106855548275 	 0.9964057507987221
502 3.61718271592963e-06 	 1.0 	 0.023201355476133605 	 0.9960063897763578
503 4.254472009665733e-06 	 1.0 	 0.024896594595578397 	 0.9958067092651757
504 9.779750965594758e-06 	 1.0 	 0.024355077526501293 	 0.9959065495207667
505 3.1409000667690635e-06 	 1.0 	 0.0257716010187963 	 0.9954073482428115
506 3.034029896798529e-06 	 1.0 	 0.023685912145728946 	 0.9962060702875399
507 3.440139427311806e-06 	 1.0 	 0.02422617041875692 	 0.9958067092651757
508 3.282578288831246e-06 	 1.0 	 0.023103331549998038 	 0.9962060702875399
509 3.1109736895632525e-06 	 1.0 	 0.023909826931897873 	 0.9959065495207667
510 3.52211043470561e-06 	 1.0 	 0.024436503577047963 	 0.9958067092651757
511 3.081427449437797e-06 	 1.0 	 0.02419057174982357 	 0.9957068690095847
512 3.3738900463367825e-06 	 1.0 	 0.02407151102651345 	 0.9959065495207667
513 3.0684886105836996e-06 	 1.0 	 0.02277936339836947 	 0.9964057507987221
514 2.968369470042944e-06 	 1.0 	 0.02385270642790097 	 0.9960063897763578
515 3.4412990249961694e-06 	 1.0 	 0.02365555282775037 	 0.9959065495207667
516 2.9794264778729484e-06 	 1.0 	 0.023858410810538126 	 0.9958067092651757
517 4.0647160975777295e-06 	 1.0 	 0.02433978786135966 	 0.9958067092651757
518 2.9221941208993487e-06 	 1.0 	 0.024075794200108986 	 0.9959065495207667
519 1.0875354169961611e-05 	 1.0 	 0.02659586231527941 	 0.9954073482428115
520 4.442116405994056e-06 	 1.0 	 0.027644429392486305 	 0.9956070287539937
521 3.4548771202025817e-06 	 1.0 	 0.02599368342171606 	 0.9955071884984026
522 3.547466252348386e-06 	 1.0 	 0.025122014966019485 	 0.9959065495207667
523 3.807096012810689e-06 	 1.0 	 0.026334039309288848 	 0.9959065495207667
524 3.3876507905188193e-06 	 1.0 	 0.02511760520362392 	 0.9959065495207667
525 3.6261409376174926e-06 	 1.0 	 0.025262803617745983 	 0.9957068690095847
526 3.164365788679788e-06 	 1.0 	 0.025931351100166356 	 0.9958067092651757
527 3.1680641516277318e-06 	 1.0 	 0.0254652987260849 	 0.9957068690095847
528 2.8701774643104728e-06 	 1.0 	 0.024647260491475097 	 0.9960063897763578
529 3.736098209508327e-06 	 1.0 	 0.024933393127247735 	 0.9958067092651757
530 3.0877644829979543e-06 	 1.0 	 0.02471835385991246 	 0.9957068690095847
531 3.3151814436723724e-06 	 1.0 	 0.0239959197243751 	 0.9960063897763578
532 3.1731336026950887e-06 	 1.0 	 0.02455978202137895 	 0.9958067092651757
533 3.0506456171769967e-06 	 1.0 	 0.024738906013889738 	 0.9961062300319489
534 2.9827150378969237e-06 	 1.0 	 0.02312997767690646 	 0.9960063897763578
535 4.545609596548275e-06 	 1.0 	 0.023481052597621732 	 0.9959065495207667
536 3.4224225965999723e-06 	 1.0 	 0.024562941082199353 	 0.9960063897763578
537 3.453729479888352e-06 	 1.0 	 0.025956477862195924 	 0.9955071884984026
538 5.481116883420327e-06 	 1.0 	 0.02311790966504459 	 0.9961062300319489
539 4.030146793920721e-06 	 1.0 	 0.02437274139729387 	 0.9958067092651757
540 2.8589297886492206e-06 	 1.0 	 0.024095450900359562 	 0.9959065495207667
541 3.4926124759431334e-06 	 1.0 	 0.02425666869190997 	 0.9956070287539937
542 3.189162502039835e-06 	 1.0 	 0.022970466113804697 	 0.9961062300319489
543 4.414995700722102e-06 	 1.0 	 0.024657602790635412 	 0.9958067092651757
544 3.3480256153734444e-06 	 1.0 	 0.023409980349538936 	 0.9959065495207667
545 3.5971442119011954e-06 	 1.0 	 0.023521293895665537 	 0.9964057507987221
546 2.7647637223435596e-06 	 1.0 	 0.023941890221343933 	 0.9959065495207667
547 2.981356142045115e-06 	 1.0 	 0.022549573439293067 	 0.9966054313099042
548 2.8167860722464868e-06 	 1.0 	 0.024641532300013994 	 0.9961062300319489
549 3.4664283028587304e-06 	 1.0 	 0.0235043454124647 	 0.9964057507987221
550 2.8344356878255893e-06 	 1.0 	 0.023020935608807743 	 0.9962060702875399
551 3.896566006817465e-06 	 1.0 	 0.023385934644566373 	 0.996305910543131
552 2.4527368217422917e-06 	 1.0 	 0.024717243800398792 	 0.9958067092651757
553 2.6812182649450732e-06 	 1.0 	 0.024623425505946903 	 0.9961062300319489
554 2.6779487854378204e-06 	 1.0 	 0.023786750766337985 	 0.996305910543131
555 2.8728897084852177e-06 	 1.0 	 0.023513611625206723 	 0.9961062300319489
556 3.114753443060181e-06 	 1.0 	 0.023457539287102154 	 0.9966054313099042
557 2.625141141616041e-06 	 1.0 	 0.02361303722255621 	 0.9960063897763578
558 2.7749418274379424e-06 	 1.0 	 0.024973072136336823 	 0.9957068690095847
559 3.6664505813723736e-06 	 1.0 	 0.0231074324416419 	 0.9962060702875399
560 3.125899838262285e-06 	 1.0 	 0.024054355628786092 	 0.9962060702875399
561 3.319413876863564e-06 	 1.0 	 0.02372736352864904 	 0.9959065495207667
562 2.866583501695459e-06 	 1.0 	 0.02368776712695597 	 0.9966054313099042
563 3.019393882495933e-06 	 1.0 	 0.02314502526332475 	 0.9964057507987221
564 2.4250960264316747e-06 	 1.0 	 0.022462468978306987 	 0.996305910543131
565 3.085185745776471e-06 	 1.0 	 0.023611665224448554 	 0.9959065495207667
566 3.022530414721132e-06 	 1.0 	 0.022635605532232553 	 0.996305910543131
567 2.361793613899863e-06 	 1.0 	 0.02426096731046628 	 0.9960063897763578
568 2.7241495995122024e-06 	 1.0 	 0.022769212694067627 	 0.9962060702875399
569 2.861986395294025e-06 	 1.0 	 0.02263311371379913 	 0.9964057507987221
570 6.840238724166738e-06 	 1.0 	 0.023119279302339868 	 0.9961062300319489
571 3.1748350037833006e-06 	 1.0 	 0.022507933474586864 	 0.9966054313099042
572 2.9907583312524365e-06 	 1.0 	 0.02281461494956557 	 0.996305910543131
573 2.863939010537706e-06 	 1.0 	 0.023133930850074178 	 0.9961062300319489
574 2.6374475173793143e-06 	 1.0 	 0.022269458442714527 	 0.9962060702875399
575 2.957741802451892e-06 	 1.0 	 0.023742109758471543 	 0.9961062300319489
576 2.7181602738255605e-06 	 1.0 	 0.02293977791754364 	 0.9961062300319489
577 3.3249149929315536e-06 	 1.0 	 0.023665818374091725 	 0.9961062300319489
578 2.4548948206756903e-06 	 1.0 	 0.022788525015535275 	 0.9965055910543131
579 3.3429037641667493e-06 	 1.0 	 0.022749989187580345 	 0.9964057507987221
580 2.6675461058130167e-06 	 1.0 	 0.02457825872622856 	 0.9956070287539937
581 2.6377831338436407e-06 	 1.0 	 0.023219068837136956 	 0.9960063897763578
582 2.8464666695390406e-06 	 1.0 	 0.022510753889834766 	 0.9964057507987221
583 2.715113096642199e-06 	 1.0 	 0.023710915514719374 	 0.9965055910543131
584 3.7474200262499835e-06 	 1.0 	 0.023197983624369548 	 0.9966054313099042
585 2.615669801518834e-06 	 1.0 	 0.023035246935732043 	 0.9964057507987221
586 2.7968156477959384e-06 	 1.0 	 0.023220595141161458 	 0.9964057507987221
587 3.1350165184812795e-06 	 1.0 	 0.022438098327366658 	 0.9964057507987221
588 2.7079949181802475e-06 	 1.0 	 0.022781333360697566 	 0.9966054313099042
589 2.4588852915167083e-06 	 1.0 	 0.024203534916573597 	 0.9962060702875399
590 2.5735092957575036e-06 	 1.0 	 0.02263325340656963 	 0.9967052715654952
591 2.9763059933429757e-06 	 1.0 	 0.02259328219257143 	 0.9966054313099042
